"09/15/2026 01:43:56.018","182.949892"
"09/15/2026 01:43:57.026","161.255415"
"09/15/2026 01:43:58.039","161.903437"
"09/15/2026 01:43:59.050","165.419562"
"09/15/2026 01:44:00.063","149.594096"
"09/15/2026 01:44:01.072","153.346531"
"09/15/2026 01:44:02.086","163.256057"
"09/15/2026 01:44:03.103","156.706400"
"09/15/2026 01:44:04.114","168.609043"
"09/15/2026 01:44:05.126","159.095398"
"09/15/2026 01:44:06.139","155.634796"
"09/15/2026 01:44:07.146","176.332091"
"09/15/2026 01:44:08.158","162.678529"
"09/15/2026 01:44:09.170","163.656038"
"09/15/2026 01:44:10.184","177.142005"
"09/15/2026 01:44:11.194","172.968451"
"09/15/2026 01:44:12.205","171.448526"
"09/15/2026 01:44:13.217","171.902411"
"09/15/2026 01:44:14.231","169.433664"
"09/15/2026 01:44:15.239","187.485392"
"09/15/2026 01:44:16.251","172.882449"
"09/15/2026 01:44:17.258","148.992039"
"09/15/2026 01:44:18.271","180.239900"
"09/15/2026 01:44:19.279","128.529360"
"09/15/2026 01:44:20.287","149.049689"
"09/15/2026 01:44:21.294","156.791225"
"09/15/2026 01:44:22.309","159.871536"
"09/15/2026 01:44:23.325","160.127061"
"09/15/2026 01:44:24.337","185.188971"
"09/15/2026 01:44:25.347","167.969560"
"09/15/2026 01:44:26.371","168.752455"
"09/15/2026 01:44:27.382","165.236242"
"09/15/2026 01:44:28.394","183.236213"
"09/15/2026 01:44:29.405","167.482227"
"09/15/2026 01:44:30.417","159.102476"
"09/15/2026 01:44:31.428","151.460510"
"09/15/2026 01:44:32.435","136.392723"
"09/15/2026 01:44:33.449","157.232224"
"09/15/2026 01:44:34.458","176.601704"
"09/15/2026 01:44:35.470","185.306014"
"09/15/2026 01:44:36.485","161.706310"
"09/15/2026 01:44:37.496","163.742340"
"09/15/2026 01:44:38.505","168.642851"
"09/15/2026 01:44:39.518","169.759541"
"09/15/2026 01:44:40.531","160.434645"
"09/15/2026 01:44:41.542","165.336132"
"09/15/2026 01:44:42.555","172.742054"
"09/15/2026 01:44:43.569","161.687775"
"09/15/2026 01:44:44.584","166.350428"
"09/15/2026 01:44:45.596","166.669547"
"09/15/2026 01:44:46.608","156.042001"
"09/15/2026 01:44:47.619","162.310617"
"09/15/2026 01:44:48.631","143.495290"
"09/15/2026 01:44:49.648","138.405011"
"09/15/2026 01:44:50.660","135.673375"
"09/15/2026 01:44:51.675","172.654352"
"09/15/2026 01:44:52.687","172.902280"
"09/15/2026 01:44:53.700","175.609153"
"09/15/2026 01:44:54.715","178.750179"
"09/15/2026 01:44:55.725","176.372073"
"09/15/2026 01:44:56.737","171.345102"
"09/15/2026 01:44:57.748","168.406126"
"09/15/2026 01:44:58.762","167.854076"
"09/15/2026 01:44:59.776","158.927998"
"09/15/2026 01:45:00.790","157.215457"
"09/15/2026 01:45:01.801","135.897080"
"09/15/2026 01:45:02.814","161.960688"
